title,price,rooms,mtts,floor,link,description
"Piso en calle san onofre, 6, Malasaña-Universidad, Madrid",900,2 hab.,45 m²,Planta 4ª exterior sin ascensor,/inmueble/34548111/?xtmc=2_1_pisos-en-alquiler-chueca-madrid&xtcr=0,"
Se alquila apartamento situado en pleno centro, al lado del metro de gran vía y a un paso de Fuencarral y de Chueca. Con mucha luz, todas...
"
"Ático en Chueca-Justicia, Madrid",2.200,2 hab.,120 m²,Planta 4ª exterior sin ascensor,/inmueble/97697196/?xtmc=2_1_pisos-en-alquiler-chueca-madrid&xtcr=0,"
La Inmobiliaria Internacional CPM gestiona este exclusivo y luminoso ático amueblado, de 120 m2, 2 habitaciones y terraza; situado junto...
"
"Ático en calle de San Bartolomé, Chueca-Justicia, Madrid",2.500,2 hab.,115 m²,Planta 4ª exterior sin ascensor,/inmueble/98636081/?xtmc=2_1_pisos-en-alquiler-chueca-madrid&xtcr=0,"
**DISPONIBLE 1 SEPTIEMBRE** ALQUILER TEMPORAL HASTA 11 MESES*
RESERVA DIRECTO ONLINE ó VISITA PRESENCIAL en este fantastico Ático en el...
"
"Piso en Chueca-Justicia, Madrid",2.300,2 hab.,110 m²,Planta 4ª exterior con ascensor,/inmueble/98070471/?xtmc=2_1_pisos-en-alquiler-chueca-madrid&xtcr=0,"
La Inmobiliaria Internacional CPM gestiona este amplio y luminoso piso sin amueblar, de 86 m2 y 2 dormitorios; próximo al Renfe Recoletos...
"
"Piso en calle Válgame Dios, 4, Chueca-Justicia, Madrid",1.400,2 hab.,80 m²,Planta 1ª exterior sin ascensor,/inmueble/98634950/?xtmc=2_1_pisos-en-alquiler-chueca-madrid&xtcr=0,"
PISO EXTERIOR RECIEN RENOVADO PEGADO AL METRO DE CHUECA
El inmueble acaba de ser totalmente reformado y consta de 69m2 divididos en un...
"
"Piso en Chueca-Justicia, Madrid",3.500,2 hab.,198 m²,Planta 2ª exterior con ascensor,/inmueble/98348153/?xtmc=2_1_pisos-en-alquiler-chueca-madrid&xtcr=0,"
La Inmobiliaria Internacional CPM gestiona este exclusivo y luminoso piso sin amueblar, de 198 m2, 2 dormitorios y 2 balcones, próximo al...
"
"Piso en calle de Hernán Cortés, Chueca-Justicia, Madrid",1.900,1 hab.,65 m²,Planta 2ª interior sin ascensor,/inmueble/98630917/?xtmc=2_1_pisos-en-alquiler-chueca-madrid&xtcr=0,"
CASA PATAGONIA ofrece un piso ÚNICO a estrenar completamente amueblado en pleno corazón de Chueca en edificio de lujo!
Te imaginas vivir...
"
"Dúplex en Chueca-Justicia, Madrid",1.750,2 hab.,115 m²,Planta 4ª exterior con ascensor,/inmueble/98543140/?xtmc=2_1_pisos-en-alquiler-chueca-madrid&xtcr=0,"
La Inmobiliaria Internacional CPM presenta este exclusivo y luminoso dúplex, sin amueblar, de 115 m2, 2 dormitorio y una amplia terraza;...
"
"Piso en calle de Hortaleza, Chueca-Justicia, Madrid",850,1 hab.,60 m²,Planta 4ª exterior sin ascensor,/inmueble/98630858/?xtmc=2_1_pisos-en-alquiler-chueca-madrid&xtcr=0,"
Mucha luz natural a lo largo del día
En el mejor tramo de la Calle de Hortaleza
Ideal para quienes buscan un espacio luminoso y tranqui...
"
"Piso en calle de Santo Tomé, 6, Chueca-Justicia, Madrid",1.300,1 hab.,70 m²,Planta 1ª interior sin ascensor,/inmueble/94212017/?xtmc=2_1_pisos-en-alquiler-chueca-madrid&xtcr=0,"
""BE Premium Real Estate ofrece en alquiler apartamento totalmente amueblado con gusto exquisito en pleno barrio Justicia.
La vivienda, de...
"
"Piso en calle de Pelayo, Chueca-Justicia, Madrid",1.200,2 hab.,65 m²,Planta 4ª exterior sin ascensor,/inmueble/95409584/?xtmc=2_1_pisos-en-alquiler-chueca-madrid&xtcr=0,"
ALTOR PROPIEDADES pone a su disposición la oportunidad única de disfrutar de este fantástico piso completamente reformado, en una de las...
"
"Piso en calle de la Libertad, Chueca-Justicia, Madrid",2.100,1 hab.,97 m²,Planta 3ª exterior con ascensor,/inmueble/93413324/?xtmc=2_1_pisos-en-alquiler-chueca-madrid&xtcr=0,"
Emporio Real Estate ofrece a sus clientes este magnífico apartamento en alquiler totalmente reformado, amueblado y equipado con todos los...
"
"Piso en calle de San Bernardo, Trafalgar, Madrid",1.900,3 hab.,120 m²,Planta 6ª exterior con ascensor,/inmueble/96990846/?xtmc=2_1_pisos-en-alquiler-chueca-madrid&xtcr=0,"
Vivienda de 3 dormitorios en edificio clásico del barrio de Trafalgar, con amplio salón, 3 balcones y cocina recién reformada.
La viviend...
"
"Piso en calle de San Lorenzo, Chueca-Justicia, Madrid",2.500,1 hab.,116 m²,Planta 3ª exterior con ascensor,/inmueble/98468116/?xtmc=2_1_pisos-en-alquiler-chueca-madrid&xtcr=0,"
S C A L A  |  Properties presenta esta vivienda de 1 habitación en Chueca - Justicia.
Vivienda de 1 habitación y 116 m² construidos, ubi...
"
"Ático en calle de la Libertad, 33, Chueca-Justicia, Madrid",1.450,80 m²,Planta 4ª exterior con ascensor,25 ago ,/inmueble/98624571/?xtmc=2_1_pisos-en-alquiler-chueca-madrid&xtcr=0,"
Bonito apartamento tipo loft en el centro de Madrid, completamente equipado y amueblado, tranquilo y luminoso. Recien reformado. Directam...
"
"Piso en calle del Almirante, Chueca-Justicia, Madrid",2.250,2 hab.,100 m²,Planta 4ª exterior con ascensor,/inmueble/98611452/?xtmc=2_1_pisos-en-alquiler-chueca-madrid&xtcr=0,"
HMS Real Estate alquila precioso y magnífico piso de 2 DORMITORIOS EXTERIOR en la calle del Almirante - Justicia, Recoletos.
Nuestra viv...
"
"Piso en calle del Almirante, Chueca-Justicia, Madrid",2.100,1 hab.,85 m²,Planta 4ª exterior con ascensor,/inmueble/81757842/?xtmc=2_1_pisos-en-alquiler-chueca-madrid&xtcr=0,"
El Viso Inmobiliaria ofrece apartamento de lujo de unos 80 m2 en finca rehabilitada de pocos vecinos esquina con el Pº de Recoletos.
Pri...
"
"Piso en calle libertad, Chueca-Justicia, Madrid",2.200,1 hab.,95 m²,Planta 4ª exterior con ascensor,/inmueble/34343032/?xtmc=2_1_pisos-en-alquiler-chueca-madrid&xtcr=0,"
Disponible para el 1 de Octubre 2022.
Apartamento de lujo en pleno corazón del centro de Madrid, en el barrio de Justicia-Chueca, junto...
"
"Piso en calle Prim, 4, Chueca-Justicia, Madrid",1.950,2 hab.,114 m²,Planta 3ª exterior con ascensor,/inmueble/29394154/?xtmc=2_1_pisos-en-alquiler-chueca-madrid&xtcr=0,"
Magnífico piso situado en la mejor zona del barrio de Justicia. La distribución es muy cómoda, con ventilación cruzada y ventanales en to...
"
"Piso en calle de Apodaca, Chueca-Justicia, Madrid",3.495,2 hab.,155 m²,Planta 2ª interior con ascensor,/inmueble/97974075/?xtmc=2_1_pisos-en-alquiler-chueca-madrid&xtcr=0,"
** Precio variable:
Larga estancia (+ 9 meses) 3.495€/mes
Media estancia (4-9 meses) 3.745€/mes
Corta estancia (1-4 meses) 4.495€/mes**Su...
"
"Piso en Valdezarza, Madrid",800,1 hab.,60 m²,Planta 1ª exterior sin ascensor,/inmueble/98636794/,"
""PUERTA DE HIERRO APARTAMENTO 60 m2 salón comedor cocina americana dormitorio con A/empotrado baño calefacción Individual por gas natural...
"
"Piso en calle Quintana, Argüelles, Madrid",1.600,2 hab.,80 m²,Planta 6ª exterior con ascensor,/inmueble/98636805/,"
EXCLUSIVO PISO AMPLIO Y LUMINOSO EN INMEJORABLE ZONA CENTRICA DE MADRID
INTERESADOS COMUNICARSE TELÉFONICAMENTE O VIA WHATSAPP: 66112626...
"
"Ático en Valdezarza, Madrid",870,1 hab.,60 m²,Planta 1ª exterior sin ascensor,/inmueble/98636611/,"
Ref: 101904
Ático en alquiler de 60 m², muy luminoso.
La vivienda consta de:
- salón comedor
- 1 habitación doble
- 1 baño completo
-...
"
"Piso en Santo Ángel de la Guarda, 23, Valdezarza, Madrid",1.700,2 hab.,107 m²,Planta 5ª exterior con ascensor,/inmueble/98634613/,"
SE ALQUILA piso a estrenar, ideal estudiantes, en quinta planta situado en Av. Santo Ángel de la Guarda (Madrid).
Consta de 100m, distri...
"
"Piso en calle de Juan Álvarez Mendizábal, Argüelles, Madrid",900,1 hab.,65 m²,Planta 1ª exterior con ascensor,/inmueble/98633893/,"
JS Gestión Inmobiliaria ofrece en alquiler piso exterior junto a Plaza de España
Se ubica en la 1ª planta de una finca que dispone de as...
"
"Piso en calle de Beatriz de Bobadilla, Ciudad Universitaria, Madrid",3.000,5 hab.,200 m²,Planta 4ª exterior con ascensor,/inmueble/98633449/,"
VENZA SOLUCIÓN alquila piso muy LUMINOSO en pleno corazón de la Ciudad universitaria.
PARA VISITAR LLAMAR AL NÚMERO DE TELÉFONO 6514236...
"
"Piso en calle de Benito Gutiérrez, 18, Argüelles, Madrid",1.050,1 hab.,50 m²,Planta 1ª exterior sin ascensor,/inmueble/98631239/,"
Precioso apartamento en Argüelles exterior, reformado de diseño con buenas calidades, perfectamente situado en calle tranquila y zona pri...
"
"Piso en calle Valderrodrigo, Valdezarza, Madrid",850,3 hab.,80 m²,Planta 1ª exterior con ascensor,/inmueble/25077065/,"
! RINSA INVERSORES ALQUILA EN SACONIA! bonito piso con 3 dormitorios, amplio salón, amueblado y equipado, exterior, calef. central y comu...
"
"Piso en calle de Martín de los Heros, 23, Argüelles, Madrid",1.350,2 hab.,60 m²,Planta 4ª exterior con ascensor,/inmueble/86687418/,"
Abstenerse agencias
Se alquila piso exterior, muy luminoso, amueblado, dos dormitorios grandes, cocina-comedor, baño completo y terraza,...
"
"Piso en calle Santovenia, 12, Casa de Campo, Madrid",1.100,3 hab.,85 m²,Bajo exterior con ascensor,/inmueble/98632410/,"
Se alquila piso amueblado de tres habitaciones, 1 baño, cocina y salon.
"
"Piso en Argüelles, Madrid",750,1 hab.,43 m²,Planta 5ª exterior con ascensor,/inmueble/98631756/,"
Vivienda2 te invita a residir en un estupendo inmueble muy próximo Al monumento de Cervantes, la reconocida Plaza de España y por supuest...
"
"Piso en calle de Beatriz de Bobadilla, Ciudad Universitaria, Madrid",3.000,5 hab.,200 m²,Planta 4ª exterior con ascensor,/inmueble/98630713/,"
LCT HOME Asesores inmobiliarios, ALQUILA PISO PARA ESTUDIANTES EN ZONA DE MONCLOA DE 5 DORMITORIOS AMUEBLADO.
Este piso esta disponible...
"
"Piso en calle de Quintana, Argüelles, Madrid",1.600,2 hab.,80 m²,Planta 6ª exterior con ascensor,/inmueble/98630397/,"
ThreeHome pone a su disposición espectacular vivienda exterior en plena calle Princesa.
NO SE ADMITEN MASCOTAS.
La vivienda cuenta con...
"
"Piso en doctor balmis, 40, Aravaca, Madrid",3.600,5 hab.,198 m²,Planta 1ª exterior con ascensor,/inmueble/98629863/,"
Single Home alquila una vivienda en una de las más prestigiosas promociones de Aravaca, Doctor Balmis 34-46. Vivienda usada desde 2016....
"
"Piso en avenida del Talgo, 68, Aravaca, Madrid",2.000,3 hab.,140 m²,Bajo exterior con ascensor,/inmueble/98629333/,"
Precioso piso con terraza y jardín. Dentro de una urbanización con vigilancia 24 horas, zonas comunes, piscina, gimnasio, etc. , en un am...
"
"Piso en calle ROMERO ROBLEDO, Argüelles, Madrid",750,1 hab.,40 m²,Planta 1ª interior sin ascensor,/inmueble/98629294/,"
ALQUILOFÁCIL MONCLOA alquila hermoso piso en la zona de Argüelles, uno de los barrios más bonitos para vivir en Madrid.
DISPONIBLE PARA...
"
"Piso en calle ferraz, 58, Argüelles, Madrid",1.000,2 hab.,60 m²,Planta 1ª interior con ascensor,/inmueble/31226566/,"
Se alquila piso reformado por completo (obra integral), es una casa individual que se ubica en medio de un amplio patio de manzana (50x40...
"
"Dúplex en calle Tapia de Casariego, 10, Valdemarín, Madrid",1.350,1 hab.,70 m²,Planta 3ª exterior con ascensor,/inmueble/95830217/,"
Se alquila estupenda vivienda duplex de 70 m2 y 25 m2 de terraza, 1 habitación con magníficas vistas a Madrid.
"
"Piso en Ciudad Universitaria, Madrid",1.050,2 hab.,60 m²,Planta 1ª exterior sin ascensor,/inmueble/98628559/,"
REF. 55983
Estupendo piso ubicado en una tranquila zona de Ciudad Universitaria, junto al al parque Dehesa de la Villa y muy cercano a...
"
"Piso en calle de Ferraz, Argüelles, Madrid",1.200,2 hab.,70 m²,Planta 3ª interior con ascensor,/inmueble/98628402/,"
DISPONIBLE EN FEBRERO 2023. Precioso piso de dos dormitorios amplios en la calle Ferraz, al lado de Marqués de Urquijo.
Se encuentra esta...
"
"Piso en calle de San Gerardo, 24, Valdezarza, Madrid",1.185,3 hab.,79 m²,Planta 5ª exterior con ascensor,/inmueble/98626631/,"
Piso exterior y muy luminoso, situado en la pérgola, recientemente actualizado (pintura y parqué), dispone de 2 armarios empotrados, aire...
"
"Piso en calle Tírvia, Ciudad Universitaria, Madrid",1.050,2 hab.,60 m²,Planta 1ª exterior sin ascensor,/inmueble/98627289/,"
EXCLUSIVO PISO RECIEN REFORMADO Y A ESTRENAR! EN INMEJORABLE ZONA CENTRICA DE MADRID
INTERESADOS COMUNICARSE TELÉFONICAMENTE O VIA WHAT...
"
"Piso en calle del General Cadenas Campos, Valdezarza, Madrid",1.500,2 hab.,80 m²,Planta 10ª exterior con ascensor,/inmueble/97358243/,"
TECVIVIENDA Alquila piso a ESTRENAR en edificio de OBRA NUEVA totalmente exterior, muy luminoso con tres orientaciones y vistas inmejorab...
"
"Piso en plaza Ciudad de Viena, Ciudad Universitaria, Madrid",1.100,1 hab.,80 m²,Planta 12ª exterior con ascensor,/inmueble/98626472/,"
MODUS HOME PONE A TU DISPOSICIÓN DOCEAVA PLANTA EXTERIOR CON TERRAZA Y 1 DORMITORIO.
Se trata de una doceava planta exterior amueblada c...
"
"Piso en calle Artesa de Segre, 3, Ciudad Universitaria, Madrid",2.300,4 hab.,160 m²,Planta 4ª exterior con ascensor,/inmueble/98625429/,"
Vivienda de cuatro dormitorios en uno de los barrios más tranquilos y con más vegetación de Madrid. Situado en una urbanización privada,...
"
"Piso en calle de Benito Gutiérrez, 21, Argüelles, Madrid",1.200,2 hab.,47 m²,Planta 2ª interior sin ascensor,/inmueble/98625385/,"
Se alquila piso céntrico, muy luminoso, con materiales de máxima calidad y diseño.
Distribuido en dos dormitorios con armarios empotrad...
"
"Piso en calle de la princesa, 3, Argüelles, Madrid",1.600,2 hab.,80 m²,Planta 16ª exterior con ascensor,/inmueble/34062969/,"
Apartamento totalmente exterior distribuido en hall, salón comedor con cocina americana, 2 dormitorios y 1 baño. Situado en una zona muy...
"
"Ático en calle de Juan Álvarez Mendizábal, Argüelles, Madrid",1.590,3 hab.,100 m²,Planta 5ª interior con ascensor,/inmueble/98624324/,"
BONITO ÁTICO EN ARGÜELLES! REFORMADO, SIN MUEBLES.
EDIFICIO CLÁSICO DEL AÑO1890.
- Amplio salón luminoso con grandes ventanales, con amp...
"
"Piso en calle del Tutor, Argüelles, Madrid",3.500,6 hab.,200 m²,Planta 5ª exterior con ascensor,/inmueble/98624357/,"
Este piso se encuentra en Calle del Tutor, 28008, Madrid, Madrid, en la planta 5. Es un piso que tiene 200 m2 de los cuales 185 m2 son út...
"
"Dúplex en calle de la Sierra de Pajarejo, 5, Valdemarín, Madrid",2.200,3 hab.,250 m²,Planta 3ª exterior con ascensor,/inmueble/98623953/,"
PARTICULAR. Alquiler Duplex en Valdemarín (Moncloa). 3 Habitaciones, 3 baños y 3 terrazas. Magnífica urbanización privada, piscina y zona...
"
"Piso en Aravaca, Madrid",1.300,1 hab.,59 m²,Planta 1ª exterior con ascensor,/inmueble/98618709/,"
La Inmobiliaria Internacional CPM gestiona este estupendo y luminoso apartamento amueblado, de 59 m2 y 1 dormitorio, situado en urbanizac...
"
"Piso en avenida Pablo Iglesias, Ciudad Universitaria, Madrid",1.500,2 hab.,93 m²,Planta 2ª exterior con ascensor,/inmueble/98616882/,"
Rent & Fincas ofrece en alquiler este Amplio y Luminoso Piso céntrico, muy bien comunicado, reformado de primera calidad, electrodoméstic...
"
"Piso en calle de Evaristo San Miguel, Argüelles, Madrid",1.100,1 hab.,55 m²,Planta 1ª exterior con ascensor,/inmueble/98615381/,"
ALFA INMOBILIARIA alquila estupendo apartamento reformado y amueblado en la mejor zona del barrio de Argüelles.
Ubicado a tan sólo unos...
"
"Piso en calle de Juan Álvarez Mendizábal, Argüelles, Madrid",1.000,1 hab.,42 m²,Planta 3ª exterior con ascensor,/inmueble/98612102/,"
Impresionante apartamento en plena plaza españa! En la calle juan Álvarez Mendizabal, exterior y muy luminoso, consta de un dormitorio am...
"
"Piso en Valdezarza, Madrid",850,2 hab.,45 m²,Planta 4ª exterior sin ascensor,/inmueble/98609529/,"
Ref: 102352
Piso en alquiler de 45 m², muy luminoso. Planta 4ta° interior sin ascensor)
La vivienda cuenta con:
- amplio y soleado saló...
"
"Piso en Casa de Campo, Madrid",1.100,3 hab.,71 m²,Planta 5ª interior con ascensor,/inmueble/98599749/,"
Madrinmuebles OFRECE EN ALQUILER MAGNIFICO PISO, 5 PLANTA INTERIOR CON MUCHA LUZ, consta de 3 dormitorios sin amueblar, un cuarto de baño...
"
"Piso en calle de Irún, 11, Argüelles, Madrid",1.200,2 hab.,63 m²,Planta 1ª interior con ascensor,/inmueble/98599365/,"
Re/Max Grupo FV dispone de una vivienda en venta en la calle Irún con 63 m². Totalmente reformada a estrenar, consta de dos dormitorios (...
"
"Casa o chalet independiente en Casa de Campo, Madrid",12.000,7 hab.,1.100 m²,,/inmueble/29827272/,"
Casa palaciega en La Florida de 1.100 m² rodeada de una parcela de 3.105 m² arbolada con pinos centenarios, frutales, rosales y con pabel...
"
"Dúplex en plaza de España, 9, Argüelles, Madrid",2.350,4 hab.,170 m²,Planta 7ª exterior con ascensor,/inmueble/29833296/,"
Espectacular duplex! magnífica vivienda, gran terraza y balcones orientados a plaza de españa y palacio real, acabados en materiales nobl...
"
"Casa o chalet independiente en avenida Fuentelarreyna, Ciudad Universitaria, Madrid",6.000,5 hab.,510 m²,,/inmueble/94314234/,"
Diplomatic Real Estate ofrece chalet independiente en Puerta de Hierro del año 1970. Parcela de 1.390 m2 con jardín y piscina.
4 terraza...
"
"Casa o chalet independiente en Valdemarín, Madrid",6.900,5 hab.,400 m²,,/inmueble/97814157/,"
El Viso Inmobiliaria ofrece chalet de unos 400 m2c. en magnifica parcela de 2.700. Recién reformado y muy funcional en una sola planta co...
"
"Piso en plaza de España, 9, Argüelles, Madrid",1.750,3 hab.,120 m²,Planta 3ª exterior con ascensor,/inmueble/29778775/,"
magnífica vivienda, acabados en materiales nobles, portero físico, videoportero, ascensor, finca de reciente rehabilitación en zona céntr...
"
"Piso en plaza España, 9, Argüelles, Madrid",1.550,2 hab.,87 m²,Planta 6ª exterior con ascensor,/inmueble/666724/,"
Magnífica vivienda, acabados en materiales nobles, portero físico, videoportero, ascensor, finca de reciente rehabilitación en zona céntr...
"
"Piso en calle de la Princesa, Argüelles, Madrid",1.400,1 hab.,55 m²,Planta 14ª exterior con ascensor,/inmueble/98481916/,"
Servicheck Alquila, información con Johana 675_259_379
Estupenda vivienda de un dormitorio con su armario empotrado, baño con plato de d...
"
"Piso en calle de Juan Álvarez Mendizábal, Argüelles, Madrid",1.659,3 hab.,96 m²,Planta 1ª exterior con ascensor,/inmueble/88893640/,"
Hogares con sabor a verano. ¡Alquila este mes y consigue 1 MES GRATIS!
Preciosa vivienda de 3 dormitorios, ubicada en el centro de Madr...
"
"Piso en El Plantío, Madrid",2.400,4 hab.,178 m²,Planta 1ª exterior con ascensor,/inmueble/98032099/,"
Visite nuestra web livinghomes. es donde encontrará un mayor número de propiedades. Seguro que encuentra lo que busca.
Living Homes alqu...
"
"Piso en plaza de España, 9, Argüelles, Madrid",1.350,3 hab.,89 m²,Planta 1ª exterior con ascensor,/inmueble/25507613/,"
Magnífica vivienda, acabados en materiales nobles, portero físico, videoportero, ascensor, finca de reciente rehabilitación en zona céntr...
"
"Piso en calle de la Princesa, Argüelles, Madrid",1.800,1 hab.,85 m²,Planta 14ª exterior con ascensor,/inmueble/98606852/,"
INMOBILIARIA EMMANUEL- 915753491
Excelente vivienda en plena calle Princesa.
Impecable piso en planta 14 con enormes ventanales y vista...
"
"Piso en calle de la Princesa, Argüelles, Madrid",1.800,1 hab.,70 m²,Planta 14ª exterior con ascensor,/inmueble/98582648/,"
Piso alquiler en Princesa.
PISO EXTERIOR AMUEBLADO EN ARGÜELLES.
aProperties presenta esta vivienda de 1 habitación en el edificio Princ...
"
"Ático en Aravaca, Madrid",3.500,4 hab.,192 m²,Planta 2ª exterior,/inmueble/98289006/,"
Magnífico ático dúplex a estrenar de 192 m² con una terraza de 150 m² en urbanización Single Home, cerrada, vigilada, con amplios jardine...
"
"Piso en plaza de España, Argüelles, Madrid",3.950,5 hab.,260 m²,Planta 7ª exterior con ascensor,/inmueble/96723281/,"
GILMAR pone a su disposición esta vivienda de lujo en plena Plaza de España.
La propiedad consta de 260 metros cuadrados que se distrib...
"
"Ático en avenida de Valdemarín, Valdemarín, Madrid",3.200,4 hab.,196 m²,Planta 2ª exterior con ascensor,/inmueble/98252982/,"
INMOBILIARIA EMMANUEL 91 5753491
Magnífica vivienda ático de más de 195 m2, espaciosa y con excelente iluminación, dispone de 3 dormitor...
"
"Piso en Aravaca, Madrid",2.700,4 hab.,240 m², exterior con ascensor,/inmueble/97713601/,"
Cómodo y espacioso piso en Paseo Rinconada en alquiler
Engel & Völkers les presenta este cómodo y espacioso piso, en la exclusiva urbaniz...
"
"Piso en calle de la Princesa, Argüelles, Madrid",1.600,1 hab.,75 m²,Planta 16ª exterior con ascensor,/inmueble/97847065/,"
Para mas información puede ponerse en contacto con Pablo Martín al 635_ 212_807.
Servicheck Alquila:
Magnifico apartamento destacado po...
"
"Ático en Argüelles, Madrid",1.180,1 hab.,50 m², exterior con ascensor,/inmueble/97176648/,"
Luminoso y coqueto ático en Argüelles en alquiler
Engel & Völkers se complace en presentar este espectacular ático, muy luminoso y con ma...
"
"Piso en Argüelles, Madrid",2.800,3 hab.,170 m², exterior con ascensor,/inmueble/97074879/,"
Lujoso piso en aquiler en Argüelles
Engel & Völkers presenta este espectacular piso totalmente reformado con calidades de lujo, al entrar...
"
"Piso en calle de Altamirano, Argüelles, Madrid",1.300,2 hab.,65 m²,Planta 5ª interior con ascensor,/inmueble/98617861/,"
DISPONIBLE A PARTIR DEL 1 DE OCTUBRE. Se puede visitar desde el 15 de septiembre.
JS Gestión Inmobiliaria Ofrece en Alquiler piso refor...
"
"Piso en calle de Aguarón, Valdemarín, Madrid",1.300,1 hab.,55 m², exterior con ascensor,/inmueble/98528412/,"
Fabuloso piso en el corazón de Valdemarin
Engel & Voelkers presenta en alquiler este fantastico piso disponible inmediatamente en el cora...
"
"Piso en avenida de Valdemarín, Valdemarín, Madrid",1.550,2 hab.,92 m², exterior con ascensor,/inmueble/98449817/,"
Acogedor piso de dos habitaciones y terraza
Engel & Völkers presenta en alquiler disponible Septiembre 2022 este acogedor piso de dos hab...
"
"Piso en calle de Artajona, Valdezarza, Madrid",1.300,2 hab.,76 m²,Entreplanta exterior con ascensor,/inmueble/34857865/,"
Moderna vivienda, recien reformada, con una superficie aproximada de 76 m². Consta de dos dormitorios (ambos dobles, con prácticos y espa...
"
"Piso en avenida de Pablo Iglesias, Ciudad Universitaria, Madrid",1.790,3 hab.,66 m²,Planta 1ª exterior con ascensor,/inmueble/98610990/,"
INMOBILIARIA EMMANUEL 91.575. 34.91
Magnífico piso ubicado en zona de gran tránsito peatonal. Su excelente ubicación, en Guzman el Bueno...
"
"Piso en calle de Irún, Argüelles, Madrid",2.800,3 hab.,100 m²,Planta 5ª exterior con ascensor,/inmueble/98607661/,"
INMOBILIARIA EMMANUEL- 915753491
Excelente piso en la zona de Argüelles.
Piso a estrenar de tres dormitorios en uno de los mejores edif...
"
